Name,Web Address,Sales Rep,Vertical,Billing City,Billing State/Province,Annual Revenue,NAICS
Astoria Wire & Metal Products,http://www.astoriawire.com,"Traywick, Reginald",Manufacturing,Chicago,IL,$5M to $10M,332618 Other Fabricated Wire Product Manufacturing
ATI Windows,http://www.atiwindows.com,"Corbett, Danielle",Retail,Upland,CA,$10M to $20M,"423310 Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
"Atlantic, Inc.",http://www.atlantic-inc.com,"Traywick, Reginald",Retail,Santa Fe Springs,CA,$5M to $10M,423420 Office Equipment Merchant Wholesalers
Atlas Bobcat,https://www.atlasbobcat.com/,"Uritis, Peter",Manufacturing,Elk Grove Village,IL,$10M to $20M,423810 Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
Atlas Group,http://www.atlasgroupaero.com,"O'Neill, Brian",Manufacturing,Wichita,KS,$100M to $150M,336413 Other Aircraft Parts and Auxiliary Equipment Manufacturing
Atom Banana Inc,http://www.atombanana.com,"Dambrosio, Thomas",Retail,Chicago,IL,$5M to $10M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
Ats Products Inc.,http://atsduct.com,"Dambrosio, Thomas",Manufacturing,Richmond,CA,$10M to $20M,332919 Other Metal Valve and Pipe Fitting Manufacturing
Atthowe Fine Art Services,http://www.atthowe.com,"Uritis, Peter",Retail,Oakland,CA,$5M to $10M,488991 Packing and Crating
Audien Hearing,http://audienhearing.com,"Zapalac, Ross",Manufacturing,Scottsdale,AZ,$30M to $50M,456199 All Other Health and Personal Care Retailers
AudioControl,http://www.audiocontrol.com,"Corbett, Danielle",Manufacturing,Mountlake Terrace,WA,$5M to $10M,334310 Audio and Video Equipment Manufacturing
Aura Cacia*,http://www.auracacia.com,"Dynek, Christopher",Health & Beauty,,IA,$50M to $100M,325998 All Other Miscellaneous Chemical Product and Preparation Manufacturing
"Aurora Packing Company, Inc.",http://www.aurorabeef.com,"O'Neill, Brian",Food & Beverage,North Aurora,IL,$5M to $10M,311611 Animal (except Poultry) Slaughtering
Austin Family Farms LLC,https://austinfamilyfarm.com/,"Traywick, Reginald",Manufacturing,Paonia,CO,$5M to $10M,111998 All Other Miscellaneous Crop Farming
Autex LLC,http://www.autexacoustics.com,"O'Neill, Brian",Manufacturing,Torrance,CA,$10M to $20M,321219 Reconstituted Wood Product Manufacturing
Automatic Transmission Rebuilders Association,http://www.atra.com,"Uritis, Peter",Retail,Oxnard,CA,$5M to $10M,811114 Specialized Automotive Repair
Autosplice,http://www.autosplice.com,"O'Neill, Brian",Manufacturing,San Diego,CA,$30M to $50M,334417 Electronic Connector Manufacturing
Auvil Fruit Company,http://www.auvilfruit.com,"Dynek, Christopher",Manufacturing,Orondo,WA,$50M to $100M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
Avantec Vascular Corporation,http://www.avantecvascular.com,"Dynek, Christopher",Health & Beauty,Sunnyvale,CA,$20M to $30M,339112 Surgical and Medical Instrument Manufacturing
Avatar Foods Inc.,http://www.avatarnaturalfoods.com,"Dambrosio, Thomas",Retail,Henderson,NV,$10M to $20M,424410 General Line Grocery Merchant Wholesalers
Avenue Bread and Deli/Avenue Bakery,http://avenuebread.com,"O'Neill, Brian",Retail,Bellingham,WA,$10M to $20M,311811 Retail Bakeries
"Avi-on Labs, Inc",http://avi-on.com,"Traywick, Reginald",Manufacturing,Park CIty,UT,$5M to $10M,335314 Relay and Industrial Control Manufacturing
AVID Sportswear/GMPC,https://www.GMPC.COM,"Dambrosio, Thomas","Apparel, Footwear & Accessories",Los Angeles,CA,$10M to $20M,458110 Clothing and Clothing Accessories Retailers
"AWT World Trade, Inc",http://www.awt-gpi.com,"Dynek, Christopher",Manufacturing,Chicago,IL,$20M to $30M,333244 Printing Machinery and Equipment Manufacturing
AXYS Technologies,http://www.axystechnologies.com,"Uritis, Peter",Manufacturing,,BC,$5M to $10M,332313 Plate Work Manufacturing
Ayush Herbs Inc,http://www.ayush.com,"Corbett, Danielle",Manufacturing,Bellevue,WA,$5M to $10M,621399 Offices of All Other Miscellaneous Health Practitioners
Aztek Automotive,http://www.aztekautomotive.com,"Traywick, Reginald",Retail,Chicago,IL,$5M to $10M,811111 General Automotive Repair
B And B Specialities,http://www.bbspecialties.com,"Traywick, Reginald",Manufacturing,Anaheim,CA,$20M to $30M,332510 Hardware Manufacturing
B E Meyers & Co,http://www.bemeyers.com,"Zapalac, Ross",Manufacturing,Redmond,WA,$20M to $30M,"334511 Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
B I G,http://bigjewelers.com,"Corbett, Danielle","Apparel, Footwear & Accessories",NAPA,CA,$5M to $10M,"423940 Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
B&h Tool,http://www.bhtool.com,"Uritis, Peter",Manufacturing,San Marcos,CA,$5M to $10M,"333514 Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
B&K Electric Wholesale,http://www.bk-electric.com,"Dynek, Christopher",Manufacturing,City Of Industry,CA,$20M to $30M,"423610 Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
B&L Glass Company,http://www.blglass.com,"Traywick, Reginald",Manufacturing,Santa Rosa,CA,$5M to $10M,238150 Glass and Glazing Contractors
B4 Brands,http://www.b4brands.com,"Dambrosio, Thomas",Retail,Lisbon,IA,$5M to $10M,445299 All Other Specialty Food Stores
"B;uePoint USA : Enabled Success, Inc. : Opperman & Son, Inc.",http://www.oppermansales.com,"Traywick, Reginald",Retail,Healdsburg,CA,$5M to $10M,"441228 Motorcycle, Atv, and All other Motor Vehicle Dealers"
"Bad Dragon Enterprises, Inc.",http://www.bad-dragon.com,"Dambrosio, Thomas",Retail,Phoenix,AZ,$10M to $20M,"459120 Hobby, Toy, and Game Retailers"
Badeloft,http://www.badeloftusa.com,"Traywick, Reginald",Manufacturing,Sausalito,CA,$10M to $20M,326191 Plastics Plumbing Fixture Manufacturing
Badge Boss,http://www.badgeboss.com,"Corbett, Danielle","Apparel, Footwear & Accessories",Springville,UT,$5M to $10M,"313110 Fiber, Yarn, and Thread Mills"
Badger Murphy,http://www.badgermurphy.com,"Traywick, Reginald",Retail,Chicago,IL,$10M to $20M,424420 Packaged Frozen Food Merchant Wholesalers
Bailey44,http://www.bailey44.com,"Dynek, Christopher","Apparel, Footwear & Accessories",Los Angeles,CA,$20M to $30M,458110 Clothing and Clothing Accessories Retailers
Baily International,http://www.bailyfoods.com/,"Dynek, Christopher",Food & Beverage,Granite City,IL,$200M to $250M,311999 All Other Miscellaneous Food Manufacturing
Baker Boy,http://www.bakerboy.com/,"Zapalac, Ross",Retail,Dickinson,ND,$50M to $100M,"311813 Frozen Cakes, Pies, and Other Pastries Manufacturing"
Bako Sweet,http://bakosweet.com,"O'Neill, Brian",Manufacturing,Bakersfield,CA,$5M to $10M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
Band Pro Film & Digital,http://www.bandprodigital.com,"Traywick, Reginald",Retail,Burbank,CA,$5M to $10M,449210 Electronics and Appliance Retailers
Banner Fire Equipment Inc,http://www.bannerfire.com,"Uritis, Peter",Retail,Roxana,IL,$5M to $10M,423850 Service Establishment Equipment and Supplies Merchant Wholesalers
Bardex Corporation,http://www.bardex.com,"Dynek, Christopher",Manufacturing,Goleta,CA,$20M to $30M,333999 All Other Miscellaneous General Purpose Machinery Manufacturing
Barebottle Brew Co,http://barebottlebeer.com,"O'Neill, Brian",Retail,San Francisco,CA,$10M to $20M,312120 Breweries
"Barlean's Organic Oils, LLC",http://www.barleans.com,"Traywick, Reginald",Health & Beauty,Ferndale,WA,$10M to $20M,325411 Medicinal and Botanical Manufacturing
"Barnes Bullets, Inc.",http://www.barnesbullets.com,"Corbett, Danielle",Manufacturing,Mona,UT,$250M to $300M,332992 Small Arms Ammunition Manufacturing
Barry E Walter Sr Company,http://barrywalter.com,"Traywick, Reginald",Manufacturing,Fort Morgan,CO,$5M to $10M,332913 Plumbing Fixture Fitting and Trim Manufacturing
Bay Home & Window,http://www.bayhomeandwindow.com,"Dynek, Christopher",Manufacturing,Pleasanton,CA,$20M to $30M,449122 Window Treatment Retailers
Bayless Engineering,https://baylessmfg.com/,"Dynek, Christopher",Manufacturing,Valencia,CA,$50M to $100M,332322 Sheet Metal Work Manufacturing
Bazooka-Farmstar,http://www.bazookafarmstar.com,"Dynek, Christopher",Manufacturing,Washington,IA,$150M to $200M,333111 Farm Machinery and Equipment Manufacturing
BBC Innovation,http://www.biobidet.com,"Dynek, Christopher",Manufacturing,Crystal lake,IL,$400M to $500M,423720 Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
BCP Systems,http://www.bcpsystems.com,"Uritis, Peter",Manufacturing,Placentia,CA,$10M to $20M,334419 Other Electronic Component Manufacturing
Beacon Communications,http://www.beaconcom.com,"Dynek, Christopher",Manufacturing,Denver,CO,$30M to $50M,541513 Computer Facilities Management Services
Beast Holdings,,"Zapalac, Ross",,,,$10M to $20M,
Beck Flavors,https://beckflavors.com/,"Dambrosio, Thomas",Retail,Maryland Heights,MO,$10M to $20M,311930 Flavoring Syrup and Concentrate Manufacturing
"Beckwith & Kuffel, Inc.",http://www.b-k.com,"Uritis, Peter",Manufacturing,Seattle,WA,$10M to $20M,"333914 Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
Bedrock Quartz,http://www.bedrockquartz.com,"Uritis, Peter",Manufacturing,West Jordan,UT,$10M to $20M,238340 Tile and Terrazzo Contractors
Bedsure,http://www.bedsurehome.com,"O'Neill, Brian",Retail,Walnut,CA,$2M to $5M,449129 All Other Home Furnishings Retailers
Belco Packaging Systems,http://www.belcopackaging.com,"Corbett, Danielle",Manufacturing,Monrovia,CA,$10M to $20M,333993 Packaging Machinery Manufacturing
Bell Electrical Supply (CA),http://www.bell-electrical.com,"Zapalac, Ross",Retail,SANTA CLARA,CA,$30M to $50M,"423610 Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
Bella Notte Linens Outlet,https://www.bellanottelinens.com/,"Traywick, Reginald","Apparel, Footwear & Accessories",Novato,CA,$10M to $20M,313230 Nonwoven Fabric Mills
Belleville Shoe Mfg Co,https://www.bellevilleboot.com/,"Zapalac, Ross","Apparel, Footwear & Accessories",Belleville,IL,$50M to $100M,316210 Footwear Manufacturing
Belley Inc,http://www.belley.net,"Uritis, Peter",Manufacturing,Casa Grande,AZ,$10M to $20M,322219 Other Paperboard Container Manufacturing
"Benchmark Products, LLC",http://www.benchmarkproducts.com,"Dambrosio, Thomas",Health & Beauty,Waukegan,IL,$5M to $10M,"423450 Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
"Benda Manufacturing, Inc",http://www.bendamanufacturing.com,"Dambrosio, Thomas",Manufacturing,Tinley Park,IL,$5M to $10M,333249 Other Industrial Machinery Manufacturing
Beneficial Insectary,http://insectary.com,"O'Neill, Brian",Manufacturing,Redding,CA,$5M to $10M,325320 Pesticide and Other Agricultural Chemical Manufacturing
Bennett,https://bpkc.com/,"Dynek, Christopher",Manufacturing,Kansas City,MO,$30M to $50M,322211 Corrugated and Solid Fiber Box Manufacturing
Bent River Machine,http://www.bent-river.com,"Corbett, Danielle",Manufacturing,Clarkdale,AZ,$5M to $10M,332710 Machine Shops
Bento,http://gobento.com,"Corbett, Danielle",General Business,,CA,$2M to $5M,621511 Medical Laboratories
Berkeley Advanced Biomaterials,http://ostetic.com,"Traywick, Reginald",Health & Beauty,Berkeley,CA,$150M to $200M,541713 Research and Development in Nanotechnology
Berkeley Advanced Biomaterials : Accelerated Implementation,,"Traywick, Reginald",,,,,
Berkeley Advanced Biomaterials : Essentials,,"Traywick, Reginald",,,,,
Bert Williams & Sons,http://www.bertwilliamsandsons.com,"Traywick, Reginald",Retail,Napa,CA,$5M to $10M,423120 Motor Vehicle Supplies and New Parts Merchant Wholesalers
Best Cheer Stone,http://www.bestcheerstone.com,"Uritis, Peter",Manufacturing,Anaheim,CA,$5M to $10M,423390 Other Construction Material Merchant Wholesalers
Beta Offshore,http://www.betaoffshore.com,"Dynek, Christopher",General Business,Long Beach,CA,$300M to $400M,486110 Pipeline Transportation of Crude Oil
Betty Jane Candies,http://www.bettyjanecandies.com,"Dynek, Christopher",Retail,Dubuque,IA,$20M to $30M,445292 Confectionery and Nut Retailers
Bidadoo Online Auctions and Equipment Remarketing,http://www.bidadoo.com,"Corbett, Danielle",Retail,Kent,WA,$10M to $20M,455219 All Other General Merchandise Retailers
Big Creek Lumber,http://www.big-creek.com,"Dambrosio, Thomas",Retail,Atwater,CA,$10M to $20M,444110 Home Centers
Big Foot Java,https://bigfootjava.com,"Zapalac, Ross",Retail,Auburn,WA,$20M to $30M,445299 All Other Specialty Food Stores
Big Lift Llc,http://www.bigliftllc.com,"Uritis, Peter",Manufacturing,Downers Grove,IL,$10M to $20M,423830 Industrial Machinery and Equipment Merchant Wholesalers
Big Saver Foods,https://bigsaverfoods.com,"Dynek, Christopher",Retail,Los Angeles,CA,$20M to $30M,445110 Supermarkets and Other Grocery Retailers (except Convenience Retailers)
Big Saver Foods,https://bigsaverfoods.com,"Dynek, Christopher",Retail,Los Angeles,CA,$20M to $30M,445110 Supermarkets and Other Grocery Retailers (except Convenience Retailers)
Bigfoot Crane Company Inc,https://bigfootcrane.com/,"Traywick, Reginald",Retail,Abbotsford,BC,$5M to $10M,"532412 Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
Bill Doran Company,https://billdoran.com/,"Dynek, Christopher",Retail,Rockford,IL,$30M to $50M,"424930 Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
Biochar Supreme,http://biocharsupreme.com,"Traywick, Reginald",Manufacturing,Everson,WA,$5M to $10M,325314 Fertilizer (Mixing Only) Manufacturing
Bioforcetech Corp,http://www.bioforcetech.com,"Corbett, Danielle",Manufacturing,Redwood City,CA,$5M to $10M,541713 Research and Development in Nanotechnology
"BioGro, Inc.",http://www.biogro.com,"Uritis, Peter",Manufacturing,Mabton,WA,$10M to $20M,325311 Nitrogenous Fertilizer Manufacturing
"Biolytic Lab Performance, Inc.",http://www.biolytic.com,"Corbett, Danielle",Services,Newark,CA,$5M to $10M,334516 Analytical Laboratory Instrument Manufacturing
BioReigns Inc,https://bioreigns.com/,"Corbett, Danielle",Health & Beauty,Tustin,CA,$10M to $20M,325411 Medicinal and Botanical Manufacturing
BioTherm Hydronic Inc.,http://biothermsolutions.com,"Dambrosio, Thomas",Manufacturing,Cotati,CA,$5M to $10M,333414 Heating Equipment (except Warm Air Furnaces) Manufacturing
Biowest LLC,http://www.biowest.net,"Uritis, Peter",Manufacturing,Riverside,MO,$5M to $10M,325414 Biological Product (except Diagnostic) Manufacturing
BioZyme Incorporated,http://www.biozymeinc.com,"Zapalac, Ross",Manufacturing,Saint Joseph,MO,$20M to $30M,541713 Research and Development in Nanotechnology
Bish,http://bishs.com,"Zapalac, Ross",Retail,Meridian,ID,$20M to $30M,441210 Recreational Vehicle Dealers
Bissett Fasteners,http://www.bissettfasteners.ca,"Traywick, Reginald",Manufacturing,Coquitlam,BC,$20M to $30M,423710 Hardware Merchant Wholesalers
Bit Brokers International,http://www.bitbrokers.com,"Dynek, Christopher",Manufacturing,West Frankfort,IL,$30M to $50M,333131 Mining Machinery and Equipment Manufacturing
BIXOLON America,http://www.bixolon.com,"Dynek, Christopher",Manufacturing,Torrance,CA,$50M to $100M,334118 Computer Terminal and Other Computer Peripheral Equipment Manufacturing
BJB Enterprises Inc,http://www.bjbenterprises.com,"Uritis, Peter",Manufacturing,Tustin,CA,$10M to $20M,335931 Current-Carrying Wiring Device Manufacturing
BK Resources,http://www.bk-resources.com,"O'Neill, Brian",Manufacturing,Altamont,IL,$5M to $10M,332913 Plumbing Fixture Fitting and Trim Manufacturing
"Black Label Services, Inc.",http://blsoil.com,"Dambrosio, Thomas",Retail,Windsor,CO,$10M to $20M,441120 Used Car Dealers
Blackrock Silver,http://blackrocksilver.com,"Corbett, Danielle",Manufacturing,,BC,$10M to $20M,212222 Silver Ore Mining
Blaine Labs Inc,http://www.blainelabs.com,"Uritis, Peter",Retail,Santa Fe Springs,CA,$10M to $20M,325412 Pharmaceutical Preparation Manufacturing
Blazer Electric Supply Company 2.0,http://blazer20.com,"Traywick, Reginald",Retail,Colorado Springs,CO,$4 Billion+,"423610 Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
Blinds and More,http://www.blindsandmoreinc.com,"Corbett, Danielle",Retail,Bakersfield,CA,$5M to $10M,449122 Window Treatment Retailers
Blogilates/oGorgeous Inc. : Popflex Active,http://www.popflexactive.com,"Dambrosio, Thomas",Retail,Fremont,CA,$10M to $20M,454110 Electronic Shopping and Mail-Order Houses
"Bloom Science, Inc",http://www.bloomscience.com,"Corbett, Danielle",Manufacturing,San Diego,CA,$5M to $10M,"541715 Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
Blooming Color,http://www.bloomingcolor.com,"Corbett, Danielle",Manufacturing,Lombard,IL,$10M to $20M,323111 Commercial Printing (except Screen and Books)
Blue Banner Company,http://www.bluebannercompany.com,"Corbett, Danielle",Manufacturing,Riverside,CA,$5M to $10M,115114 Postharvest Crop Activities (except Cotton Ginning)
"Blue Current, Inc.",http://www.bluecurrent.com,"Corbett, Danielle",Manufacturing,Hayward,CA,$5M to $10M,"541990 All Other Professional, Scientific, and Technical Services"
Blue Ox,http://www.blueox.com/,"Corbett, Danielle",Manufacturing,Pender,NE,$10M to $20M,561730 Landscaping Services
"Bluepoint Controls, Inc.",http://www.bluepointcontrols.com,"Dynek, Christopher",Manufacturing,Milpitas,CA,$5M to $10M,335314 Relay and Industrial Control Manufacturing
"Bobrick Washroom Equipment, Inc.",http://www.bobrick.com,"Dynek, Christopher",Manufacturing,North Hollywood,CA,$50M to $100M,"337215 Showcase, Partition, Shelving, and Locker Manufacturing"
Bobs Services LLC,http://www.bobsservices.com,"Traywick, Reginald",Manufacturing,Anchorage,AK,$5M to $10M,336211 Motor Vehicle Body Manufacturing
